FECHAHORA,HARDWARE_NAME,LLDP_RID1_SWITCH_PORTDESCR,LLDP_RID1_SWITCH_SYSNAME,p4k_FREQUENT_USERS
14-01-2022,S4PL8693,gi10,SW-AMU139V0-12,3127->16
14-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->26;6425->15;1351->11
14-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->39;12777->10;23415->8
14-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->26;6395->14
14-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->43
14-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->36;24827->17;23331->14
14-01-2022,S4AU7149,-,-,1336->37
14-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->34
14-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->38;6935->34;25917->8
14-01-2022,S4AY2882,-,-,9747->37;23331->1
14-01-2022,S4PL4753,PC Port,SEP247E12BF8722.asepeyo.site,1254->30;25433->3;21979->2
14-01-2022,S4AY2968,-,-,27315->38
14-01-2022,S4AY2987,gi13,SW-AMU139V0-5,23715->48
14-01-2022,S4PL4056,-,-,25595->40
14-01-2022,S4PL2948,gi16,SW-AMU139V0-5,1347->40
14-01-2022,S4PL4530,gi14,SW-AMU139V0-12,3048->25
14-01-2022,S4PL9049,PC Port,SEP247E12BF8947.asepeyo.site,6341->41
14-01-2022,S4PL3831,PC Port,SEPF87B204FBB03.asepeyo.site,6097->45
14-01-2022,S4AU7205,-,-,81073->38;80492->18
14-01-2022,S4PL3942,gi1,SW-AMU139V0-19,1330->37
14-01-2022,S4PL8700,gi14,SW-AMU139V0-13,3802->23
14-01-2022,S4AY2908,-,-,10934->25;23913->20;23447->14
14-01-2022,S4AY2978,PC Port,SEPB4A8B969C9D7.asepeyo.site,1182->42
14-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->33
14-01-2022,S4PL3815,-,-,6129->44
14-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->37
14-01-2022,S4PL0174,gi16,SW-AMU139V0-13,10023->17
14-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->25;6395->14
14-01-2022,S4PL3938,-,-,11875->34;1305->26;14694->15
14-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->31;21211->24;15068->22
14-01-2022,S4AY2880,gi17,SW-AMU139V0-20,0838->33
14-01-2022,S4AY2907,gi4,SW-AMU139V0-5,1370->33;23913->2;12487->2
14-01-2022,S4PL3954,-,-,10379->24;24027->9;6200->8
14-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->31;21211->24;15068->23
14-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->25;6395->14
14-01-2022,PC053VFH,PC Port,SEPB4A8B969C86C.asepeyo.site,80734->44;84001->13;84005->1
14-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->14
13-01-2022,S4PL8754,PC Port,SEP2C0BE9050117.asepeyo.site,3273->47;23819->35;25727->8
13-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->37;1305->26;14694->15
13-01-2022,S4PL3954,-,-,10379->24;24027->9;6200->8
13-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->31;15068->24;21211->24
13-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->25;27705->18
13-01-2022,S4AY2926,-,-,1346->39;23447->32;20781->29
13-01-2022,S4AV0146,-,-,12777->29;27729->25;6395->14
13-01-2022,S4PL3941,-,-,23611->62;20623->40;25793->30
13-01-2022,S4PL3815,-,-,6129->43
13-01-2022,S4AY2965,-,-,23415->8;20781->5;14479->3
13-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->11;26239->7
13-01-2022,S4PL3822,gi3,SW-AMU139V0-4,7452->38
13-01-2022,S4PL3954,PC Port,SEPB4A8B969C80B.asepeyo.site,10379->24;24027->9;6200->8
13-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->25;22389->5;12028->4
13-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->44;1251->25;20069->1
13-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->9;1340->6;24673->6
13-01-2022,S4AY3020,-,-,23613->10;3188->7;6257->6
13-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->23;81071->19;80492->5
13-01-2022,S4PL3941,-,-,23611->62;20623->40;25793->30
13-01-2022,S4PL4698,-,-,25747->34
13-01-2022,S4PL8751,Port 2,SEPDC774C952927,1350->4;23613->4;25679->4
13-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->23;81071->19;80492->5
13-01-2022,PC053VEM,-,-,24227->33;26589->29;80790->15
13-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->31;15068->24;21211->24
13-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;20849->8;6934->8
13-01-2022,S4AU7083,-,-,1370->26;27413->17;1349->13
13-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;20849->8;6934->8
13-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->38;1305->26;14694->15
13-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;4324->10;81244->8
13-01-2022,S4AY2926,-,-,1346->38;23447->32;20781->29
13-01-2022,S4AY2908,-,-,10934->25;23913->20;23447->14
13-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->70;22421->19;23913->4
13-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->103;27083->41;81828->13
13-01-2022,S4AV0275,Device Port 2,(empty),6877->43;23299->24;25917->23
13-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->27;14681->26;27397->25
13-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->14
13-01-2022,S4PL3327,-,-,20849->26;6425->15;1351->10
13-01-2022,S4PL4073,-,-,12907->10;15192->10;6395->10
13-01-2022,S4PL4705,gi5,SW-AMU139V0-31,22473->13
13-01-2022,S4PL4073,-,-,12907->10;15192->10;6395->10
13-01-2022,S4AV0275,-,-,6877->42;23299->24;25917->23
13-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->13
13-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->38;6935->33;25917->8
13-01-2022,S4PL3815,PC Port,SEP247E12BF76DA.asepeyo.site,6129->42
13-01-2022,S4PL4221,gi14,SW-AMU139V0-32,14621->20
13-01-2022,S4PL4221,gi14,SW-AMU139V0-32,14621->19
13-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->37;6935->33;25917->8
13-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->13
13-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->13
13-01-2022,S4PL4554,gi2,SWITCH-INFORMATICA,1359->37
13-01-2022,S4AU7293,-,-,6061->35;1220->2;10287->2
13-01-2022,S4PL3854,gi5,SW-AMU139V0-23,3336->9
13-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->37;6935->33;25917->8
13-01-2022,S4AU5155,PC Port,SEP247E12BF67E5.asepeyo.site,9862->17;24369->7;14457->3
13-01-2022,S4AU7137,gi12,SW-AMU139V0-36,24673->5;26239->5;81241->5
13-01-2022,S4PL3270,PC Port,SEP247E12BF7684.asepeyo.site,12391->33;14043->14;6061->8
13-01-2022,S4PL4595,-,-,6669->8;14350->6;6673->6
13-01-2022,S4PL3110,-,-,9938->7;6257->4;26855->3
13-01-2022,S4PL8751,-,-,1350->4;23613->4;25679->4
13-01-2022,S4PL3270,-,-,12391->33;14043->14;6061->7
13-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
13-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->22;81071->19;80492->5
13-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
13-01-2022,S4PL4917,gi2,SW-AMU139V0-31,26303->11;23613->9;25679->6
13-01-2022,S4PL4067,gi5,SW-AMU139V0-25,24673->11;14621->9;25419->8
13-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
13-01-2022,S4PL3954,PC Port,SEPB4A8B969C80B.asepeyo.site,10379->24;24027->9;6200->8
13-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->102;27083->41;81828->13
13-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->33;81867->18;81910->14
13-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->24;27705->18
13-01-2022,S4PL4067,-,-,24673->11;14621->9;25419->8
13-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->13
13-01-2022,S4PL3822,-,-,7452->37
13-01-2022,S4PL3818,-,-,27333->9;80289->6;23877->5
13-01-2022,S4PL4553,-,-,80434->9
13-01-2022,S4PL3110,PC Port,SEPF87B204FFA2D.asepeyo.site,9938->7;6257->4;26855->3
13-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->101;27083->41;81828->13
13-01-2022,S4PL4066,-,-,25397->5
13-01-2022,S4PL8663,-,-,1220->31;10287->23;9124->12
13-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;4324->10;81244->7
13-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;4324->9;81244->7
13-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->9;1340->6;24673->6
13-01-2022,S4PL4774,gi13,SW-AMU139V0-3,1366->37
13-01-2022,S4PL4467,-,-,23877->4;23287->3;27333->2
13-01-2022,S4PL4716,gi5,SW-AMU139V0-28,25747->8;22473->6;23603->5
13-01-2022,S4PL4561,gi21,SW-AMU139V0-31,26937->11;27333->4;23287->3
13-01-2022,S4PL4467,gi3,SW-AMU139V0-32,23877->4;23287->2;27333->2
13-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->61;20623->40;25793->30
13-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->23;11214->18;27079->13
13-01-2022,S4AU7293,-,-,6061->35;1220->2;24931->2
13-01-2022,PC053VFC,gi1,SW-AMU139V0-5,9952->34
13-01-2022,S4PL3814,-,-,21459->34
13-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->43;1251->25;20069->1
13-01-2022,S4PL4868,gi20,SW-AMU139V0-26,23877->4;27333->3;23287->2
13-01-2022,S4AU7842,PC Port,SEPEC1D8B2A3C7E.asepeyo.site,20069->46
13-01-2022,S4AV0275,-,-,6877->41;23299->24;25917->23
13-01-2022,S4AU6626,PC Port,SEP2C0BE904B2E3.asepeyo.site,23701->37;23571->5;3261->2
13-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->25;22389->5;7343->5
13-01-2022,S4AU7205,-,-,81073->38;80492->18
13-01-2022,S4PL8588,gi8,SW-AMU139V0-13,5370->21
13-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->24;27705->18
13-01-2022,S4PL2866,-,-,3013->32
13-01-2022,S4PL3933,gi11,SW-AMU139V0-27,1275->25;1254->5;1351->2
13-01-2022,S4PL3810,gi5,SW-AMU139V0-11,12374->18
13-01-2022,S4AU7293,-,-,6061->34;1220->2;24931->2
13-01-2022,S4PL4559,gi8,SW-AMU139V0-25,26271->19;81904->4;27763->2
13-01-2022,S4AV0092,gi17,SW-AMU139V0-25,15548->25;1370->7
13-01-2022,S4PL8689,gi4,SW-AMU139V0-9,7083->21
13-01-2022,S4PL4545,gi9,SW-AMU139V0-17,3115->39
13-01-2022,S4PL4686,-,-,26271->31;27763->9
13-01-2022,S4AY2994,-,-,25433->4;10194->2;13588->1
13-01-2022,S4PL4065,-,-,6162->31;7083->7;6129->1
13-01-2022,S4PL4452,gi14,SW-AMU139V0-31,12376->8;24273->8;21979->7
13-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;20849->8;6934->8
13-01-2022,S4PL3746,-,-,27095->35
13-01-2022,PC053V7Z,-,-,24227->9;26589->5;80790->1
13-01-2022,S4AY3020,-,-,23613->9;3188->7;6257->6
13-01-2022,PC053V62,-,-,3445->2;4142->1;4037->1
13-01-2022,S4PL8703,PC Port,SEP247E12BF7662.asepeyo.site,4222->30;26481->5
13-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->35
13-01-2022,PC053VEM,-,-,24227->33;26589->28;80790->15
13-01-2022,S4PL3873,-,-,23415->27;14681->26;27397->25
13-01-2022,S4PL3099,gi15,SW-AMU139V0-9,4540->26;7333->3;5039->2
13-01-2022,S4PL3938,-,-,11875->38;1305->26;14694->15
13-01-2022,S4AY2987,gi13,SW-AMU139V0-5,23715->47
13-01-2022,PC053VFH,-,-,80734->44;84001->13
13-01-2022,S4J96760,-,-,23691->34
13-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;15068->24;21211->24
13-01-2022,S4AY2918,-,-,6454->84
13-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->101;27083->40;81828->13
13-01-2022,S4PL3327,-,-,20849->26;6425->15;1351->10
13-01-2022,S4PL4221,gi14,SW-AMU139V0-32,14621->18
13-01-2022,S4PL8751,Port 2,SEPDC774C952927,1350->4;23613->4;25679->3
13-01-2022,S4AY2996,gi5,SW-AMU139V0-5,11483->24;1343->3;6088->2
13-01-2022,S4AU7145,-,-,15131->15;20849->8;6934->8
13-01-2022,S4AY2906,-,-,23235->37
13-01-2022,S4PL3270,-,-,12391->33;14043->14;6061->6
13-01-2022,S4AV0482,-,-,2349->23;6074->22;24369->13
13-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->45;25917->9;14457->9
13-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->69;22421->19;23913->4
13-01-2022,S4PL4597,-,-,1340->39
13-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->83
13-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->19;15192->17;23415->14
13-01-2022,S4PL4917,-,-,26303->11;23613->8;25679->6
13-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->26;6425->15;1351->10
13-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->26;6425->15;1351->10
13-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->44;9952->1
13-01-2022,S4AU7298,-,-,1309->31;9747->29
13-01-2022,S4AY2926,-,-,1346->38;23447->32;20781->29
13-01-2022,S4PL8854,gi11,SW-AMU139V0-13,0968->21
13-01-2022,S4PL4059,-,-,1358->30
13-01-2022,S4PL3873,-,-,23415->27;14681->26;27397->25
13-01-2022,S4AU7083,-,-,1370->26;27413->17;1349->13
13-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->26;6425->15;1351->10
13-01-2022,PC053VKB,PC Port,SEP247E12BF7797.asepeyo.site,27443->26;24673->8;26239->6
13-01-2022,S4AU7289,-,-,14545->35;24827->17;23331->14
13-01-2022,S4AY2978,-,-,1182->41
13-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->29;27729->25;6395->14
13-01-2022,S4PL4876,-,-,3167->15
13-01-2022,S4PL3741,-,-,80209->11;81249->9;27627->8
13-01-2022,S4PL4543,-,-,1155->20;81755->5;81683->3
13-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->40;12777->10;23415->8
13-01-2022,S4PL4753,PC Port,SEP247E12BF8722.asepeyo.site,1254->29;25433->3;21979->2
13-01-2022,S4AY2903,gi9,SW-AMU139V0-16,26113->39
13-01-2022,S4AU7298,gi12,SW-AMU139V0-34,1309->30;9747->29
13-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->42
13-01-2022,S4PL4073,-,-,12907->10;15192->10;6395->10
13-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->31
13-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->37;6935->33;25917->8
13-01-2022,S4AY2882,gi8,SW-AMU139V0-32,9747->36;23331->1
13-01-2022,S4AY2968,gi5,SW-AMU139V0-13,27315->37
13-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->40
13-01-2022,S4PL8700,-,-,3802->23
13-01-2022,S4PL3831,PC Port,SEPF87B204FBB03.asepeyo.site,6097->44
13-01-2022,S4AY2908,PC Port,SEP247E12BF77A1.asepeyo.site,10934->25;23913->20;23447->14
13-01-2022,S4PL2948,gi16,SW-AMU139V0-5,1347->39
13-01-2022,S4PL3942,gi1,SW-AMU139V0-19,1330->37
13-01-2022,S4PL9049,PC Port,SEP247E12BF8947.asepeyo.site,6341->40
13-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->37
13-01-2022,S4PL0174,-,-,10023->16
13-01-2022,S4PL4527,gi17,SW-AMU139V0-5,4212->30
13-01-2022,S4AV0220,PC Port,SEP247E12BF8489.asepeyo.site,6891->29;9124->14;15501->2
13-01-2022,S4AY2880,gi17,SW-AMU139V0-20,0838->33
13-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->38;1305->25;6188->16
13-01-2022,S4AY2907,-,-,1370->32;23913->2;12487->2
13-01-2022,S4PL3954,-,-,10379->23;24027->9;6200->8
13-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->24;6395->14
13-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->38;23447->31;20781->29
12-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->24;22389->5;7343->5
12-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->29;27729->24;6395->14
12-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->21;81071->19;80492->5
12-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->13
12-01-2022,S4PL3938,-,-,11875->40;1305->25;6188->16
12-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;15068->25;21211->23
12-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->24;27705->18
12-01-2022,S4PL3954,PC Port,SEPB4A8B969C80B.asepeyo.site,10379->23;24027->9;6200->7
12-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->37;23447->31;20781->29
12-01-2022,S4AU7236,-,-,27061->40;12777->10;23415->8
12-01-2022,S4PL4067,gi5,SW-AMU139V0-25,24673->11;14621->10;25419->8
12-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
12-01-2022,S4AV0220,-,-,6891->29;9124->13;15501->2
12-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;15068->25;21211->23
12-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->8;1340->6;24673->6
12-01-2022,S4PL3941,-,-,23611->62;20623->39;25793->30
12-01-2022,S4PL8751,Port 2,SEPDC774C952927,1350->4;23613->4;25679->3
12-01-2022,S4PL3954,-,-,10379->23;24027->9;6200->6
12-01-2022,S4AU7137,gi12,SW-AMU139V0-36,24673->5;26239->5;81241->5
12-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->25;6188->16
12-01-2022,S4PL3873,-,-,23415->27;14681->26;27397->25
12-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->34;24827->17;23331->14
12-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->69;22421->19;23913->3
12-01-2022,PC053VEM,-,-,24227->32;26589->28;80790->15
12-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->24;22389->5;27079->5
12-01-2022,S4AY2961,-,-,9937->24;22389->5;27079->5
12-01-2022,S4AV0482,gi8,SW-AMU139V0-29,2349->22;6074->22;24369->13
12-01-2022,S4AY2908,-,-,10934->25;23913->20;23447->14
12-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->100;27083->40;81828->13
12-01-2022,S4AY2926,-,-,1346->38;23447->31;20781->29
12-01-2022,S4PL4073,gi12,SW-AMU139V0-7,12907->10;15192->10;6395->9
12-01-2022,S4AU7083,-,-,1370->26;27413->17;1349->13
12-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->13;20849->8;6934->8
12-01-2022,S4AV0482,gi8,SW-AMU139V0-29,2349->22;6074->22;24369->12
12-01-2022,S4PL3822,-,-,7452->36
12-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->29;27729->24;6395->14
12-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->37;6935->32;25917->8
12-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->13;20849->8;6934->8
12-01-2022,S4AU7293,-,-,6061->33;1220->2;24931->2
12-01-2022,S4AV0275,-,-,6877->41;23299->24;25917->23
12-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->33
12-01-2022,S4PL4065,PC Port,SEP247E12BF7746.asepeyo.site,6162->30;7083->7;6129->1
12-01-2022,S4PL4554,gi2,SWITCH-INFORMATICA,1359->36
12-01-2022,S4PL4530,gi14,SW-AMU139V0-12,3048->24
12-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;3860->4;6188->3
12-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->13
12-01-2022,S4PL4550,gi7,SW-AMU139V0-32,3192->13
12-01-2022,S4AV0275,-,-,6877->40;23299->24;25917->23
12-01-2022,S4PL4561,gi21,SW-AMU139V0-31,26937->10;27333->4;23287->3
12-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->36
12-01-2022,S4AY3020,-,-,23613->9;3188->7;6257->6
12-01-2022,S4PL4066,gi18,SW-AMU139V0-32,25397->4
12-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->23;27705->18
12-01-2022,S4PL2948,gi16,SW-AMU139V0-5,1347->38
12-01-2022,S4PL4355,gi15,SW-AMU139V0-13,81908->22
12-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->33;81867->18;81910->14
12-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;4324->8;81244->7
12-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->99;27083->40;81828->13
12-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->30
12-01-2022,S4PL4467,gi3,SW-AMU139V0-32,23877->4;27333->2;27443->2
12-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->8;1340->6;24673->6
12-01-2022,S4PL4716,gi5,SW-AMU139V0-28,25747->8;22473->6;23603->4
12-01-2022,S4PL3953,gi2,SW-AMU139V0-28,3280->10;1366->7;27479->5
12-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->98;27083->40;81828->13
12-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
12-01-2022,S4PL3818,gi5,SW-AMU139V0-26,27333->9;80289->6;23877->5
12-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->32
12-01-2022,S4PL4563,-,-,4324->26
12-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->42;1251->25;20069->1
12-01-2022,S4PL4561,-,-,26937->10;27333->4;23287->2
12-01-2022,S4PL4759,-,-,15611->23
12-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->29
12-01-2022,S4AU7137,gi12,SW-AMU139V0-36,24673->5;26239->5;81249->5
12-01-2022,S4PL4221,-,-,14621->17
12-01-2022,S4PL4774,-,-,1366->36
12-01-2022,PC053VLA,eth0,SEP70B3171DE5F4,10572->14
12-01-2022,S4PL4543,-,-,1155->19;81755->5;81683->3
12-01-2022,PC053VFC,gi1,SW-AMU139V0-5,9952->33
12-01-2022,S4PL4686,-,-,26271->31;27763->8
12-01-2022,S4AV0092,gi17,SW-AMU139V0-25,15548->24;1370->7
12-01-2022,S4PL3822,gi3,SW-AMU139V0-4,7452->35
12-01-2022,S4PL4563,gi6,SW-AMU139V0-23,4324->25
12-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->26;6425->15;1351->10
12-01-2022,S4PL3814,PC Port,SEP247E12BFD03C.asepeyo.site,21459->33
12-01-2022,S4PL4559,-,-,26271->18;81904->4;27763->2
12-01-2022,S4PL4531,gi15,SW-AMU139V0-3,6616->27;27257->2
12-01-2022,S4AU7842,PC Port,SEPEC1D8B2A3C7E.asepeyo.site,20069->45
12-01-2022,S4PL4595,PC Port,SEP247E12BF8564.asepeyo.site,6669->8;14350->6;6673->6
12-01-2022,S4PL8837,-,-,7368->23;11214->18;27079->13
12-01-2022,S4AV0275,-,-,6877->40;23299->24;25917->23
12-01-2022,S4AU7283,gi7,SW-AMU139V0-36,24273->3;13614->2;1366->2
12-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->24;22389->5;27079->5
12-01-2022,S4PL8663,-,-,1220->30;10287->23;9124->12
12-01-2022,S4PL4917,-,-,26303->11;23613->7;25679->6
12-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->23;22389->5;27079->5
12-01-2022,S4AV0092,gi17,SW-AMU139V0-25,15548->23;1370->7
12-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->44;25917->9;14457->9
12-01-2022,S4PL4545,gi9,SW-AMU139V0-17,3115->38
12-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->28
12-01-2022,S4PL3933,-,-,1275->24;1254->5;1351->2
12-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->21;81071->20;80492->5
12-01-2022,S4PL3941,-,-,23611->61;20623->39;25793->30
12-01-2022,S4PL3938,-,-,11875->40;1305->25;6188->16
12-01-2022,S4PL3746,gi9,SW-AMU139V0-34,27095->34
12-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->13;20849->8;6934->8
12-01-2022,PC053V7Z,gi12,SW-AMU139V0-8,24227->9;26589->4;80790->1
12-01-2022,S4PL3270,-,-,12391->33;14043->13;6061->6
12-01-2022,PC053VEM,-,-,24227->31;26589->28;80790->15
12-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->43;9952->1
12-01-2022,S4PL8703,PC Port,SEP247E12BF7662.asepeyo.site,4222->29;26481->5
12-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->41
12-01-2022,S4PL8751,-,-,1350->4;23613->4;25679->3
12-01-2022,S4PL3110,PC Port,SEPF87B204FFA2D.asepeyo.site,9938->7;6257->4;26855->3
12-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->34
12-01-2022,S4AV0220,-,-,6891->29;9124->13;15501->2
12-01-2022,S4PL4183,gi2,SW-AMU139V0-13,3445->16
12-01-2022,S4PL3819,gi16,SW-AMU139V0-29,3159->17;26271->1
12-01-2022,S4AY2906,-,-,23235->36
12-01-2022,S4PL4355,gi15,SW-AMU139V0-13,81908->21
12-01-2022,S4J96760,-,-,23691->33
12-01-2022,S4PL4073,gi12,SW-AMU139V0-7,12907->10;15192->10;6395->9
12-01-2022,PC053VFH,-,-,80734->43;84001->13
12-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->42;9952->1
12-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->98;27083->39;81828->13
12-01-2022,S4AU6626,PC Port,SEP2C0BE904B2E3.asepeyo.site,23701->36;23571->5;3261->2
12-01-2022,PC053VJH,gi4,SW-AMU139V0-6,12794->16;3958->1
12-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->82
12-01-2022,S4AV0482,gi8,SW-AMU139V0-29,2349->22;6074->22;24369->11
12-01-2022,S4PL3954,-,-,10379->23;24027->9;6200->6
12-01-2022,S4PL4597,PC Port,SEP2C0BE904935F.asepeyo.site,1340->38
12-01-2022,S4AU7293,-,-,6061->32;1220->2;24931->2
12-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->41;9952->1
